"P_1","P_2","P_3","P_4","P_5","P_6","P_7","P_8","P_9","P_10","P_11","P_12","P_13","P_14","P_15","P_16","P_17","P_18","P_19","P_20","P_21","P_22","P_23","P_24","P_25","P_26","P_27"
1029.41161699231,970.356213617574,951.33562705231,940.703805854443,930.728350306231,1246.79896642672,1416.33221360682,1648.19494078579,1670.28505118939,1761.24054841947,1953.19447580055,3803.55452219724,2523.0700695946,3455.84757624537,4219.24653238299,3982.18064504091,4451.20394134933,5373.14568247437,6146.65771349856,7324.05944695394,7430.11462226704,8028.49139027507,8059.61829743174,8002.34070768,7414.58107338972,7449.32370440741,7034.76573432817
1026.90207094596,967.067653993701,950.130555586355,937.966307440568,925.312076456999,1236.81816738409,1393.85729054182,1624.51167558937,1636.49700149923,1743.98581964028,1917.06894416364,3512.19669691496,2442.99234498336,3287.40005234124,3967.71941453369,3808.1963621264,3969.40765259664,5140.85952105401,5882.90967736813,7189.19667852785,7383.05664869645,7986.19686559956,8058.1872439276,7980.10314592414,7386.49351723242,7616.4359675812,6978.7222295006
1025.08806042472,964.584990639612,949.09860084254,935.817153084448,919.593527955782,1222.06633253686,1370.54293482081,1620.4525517453,1616.39566515549,1731.35844604337,1898.03673951465,3274.26225199046,2384.67346605787,3131.22977562937,3756.66725929421,3636.20334875811,3588.52460493965,4913.71179951839,5616.60790776043,7026.24204747209,7334.79373119262,7942.31064547393,8024.19038929028,7950.8976129889,7360.59634184248,7732.2390468533,6919.91075479275
1024.00242126637,962.940198072908,948.237017720114,934.320447210934,909.421471856733,1215.48334080634,1359.86412862453,1614.19943124171,1596.26654262929,1715.39817260445,1890.06621511734,3088.84874144753,2337.38725871778,3004.04109802694,3577.18505210446,3470.64819473719,3311.90550324666,4697.07651888891,5353.15063784126,6833.46310543781,7287.20389180663,7897.97624811753,7965.11713734027,7915.18247462726,7334.98667589217,7778.05912103241,6860.73928687265
1023.68634014527,962.14820601969,947.560798258993,933.506651621941,905.735104598176,1217.91898446988,1364.81362530202,1599.18860122288,1588.86575128949,1690.66473388588,1875.4038467191,2948.65442957608,2295.39755441419,2901.60035912041,3419.93595779356,3314.3562005193,3117.10397587702,4496.24709568134,5099.19707950395,6614.63288148874,7242.90985123801,7854.73976031069,7888.680208585,7874.36735975816,7308.79318514989,7759.30565678577,6814.58959387393
1024.14709941459,962.195598080032,947.073136994632,933.373287112138,911.991487065659,1219.73343277779,1365.72433027465,1580.0422948764,1585.21121886799,1672.08745251973,1852.94884535107,2845.267628157,2260.54118559135,2814.86546559389,3279.90770606064,3169.1863266221,2985.29600930138,4315.04774748078,4862.43132085352,6378.75837744101,7204.44081470352,7814.32999644494,7805.76887839838,7831.3195328859,7282.21672213775,7695.28925549611,6782.83852913471
1025.40513732172,963.077585699348,946.772272395824,933.910096124035,920.51337714545,1215.34319561773,1355.76855921441,1559.83333438041,1559.33746365348,1661.34490124571,1821.45713182126,2768.32667722954,2229.93745474265,2739.51214880344,3149.63412750827,3036.1863190775,2897.87628735467,4156.4467148757,4649.78099821143,6135.28966743636,7173.50966805761,7778.56691044639,7728.84485600265,7789.21009458791,7255.85938662395,7612.65668107757,6764.11902180253
1027.39593207794,964.751688627399,946.654595246069,935.079455604733,925.640287557131,1204.64405718753,1338.86084077989,1545.14432835555,1531.6846146418,1653.82301890775,1794.60493963983,2710.31673731207,2203.736802463,2670.95263608617,3025.9413378425,2915.83263289368,2841.8098165239,4022.94016723243,4468.47380889586,5901.53394737401,7151.41762606196,7748.87444671496,7666.4462609254,7749.96716483382,7230.0548186905,7525.57854507854,6755.50766342547
1030.06145231056,967.281985409498,946.734524310069,936.874945319914,925.850370356808,1207.47926348051,1334.60961104549,1535.59641780138,1529.66933199086,1652.79398728115,1781.29373176612,2662.18965257381,2185.62984796129,2599.44167667721,2909.24526443049,2808.00356741841,2805.31784339496,3916.55788337325,4324.10608568219,5688.70628467454,7138.83377927052,7726.29102398584,7626.28000701009,7714.20176047549,7205.33553270043,7442.32292119488,6757.69780589998
1033.25411751266,970.610294878666,946.961724876358,939.281557575968,925.746854259687,1211.24315207701,1339.60981133994,1536.37213334169,1536.82331854143,1645.97511696594,1767.5022735646,2618.32258270749,2165.077758886,2525.41098046363,2801.34917411737,2712.15020095023,2778.95286441677,3838.03833367824,4220.59066474341,5509.35611521881,7135.73731000298,7711.06641581346,7605.2972937825,7681.09511690974,7181.79460744706,7362.48108030523,6768.63237749728
1036.88276187541,974.656595066156,947.335117640522,942.261860723004,932.87680336563,1207.58281734583,1342.43419026769,1528.16161746297,1549.92369797297,1622.51579183991,1750.81395228098,2571.78883351933,2135.83160088467,2450.64240638821,2703.10734264508,2627.58480309067,2755.03991286392,3787.83061023734,4160.94587610545,5376.24890435862,7141.64573559494,7703.07848473564,7594.32907799602,7650.90283822957,7159.44639259733,7275.18223626604,6784.87595157942
1040.77675853695,979.247308199081,947.817116122426,945.672085084634,940.740010873516,1199.20383141634,1347.40572972037,1521.83323114975,1558.71401512742,1606.41783081163,1735.73020955989,2521.32018319561,2100.24793489242,2388.16006121722,2612.94635732304,2553.52975833765,2731.17699386753,3765.26600695137,4147.40026831254,5300.26641225024,7156.33826388728,7702.29415919088,7585.95366357308,7624.24564883136,7138.89186399176,7185.57407623946,6802.88951220881
1044.839098191,984.243254483268,948.395681445229,949.379391396726,950.027757916599,1205.07872438191,1352.30671406296,1526.7250274162,1563.6092895045,1598.225110246,1726.46368587843,2465.70251074203,2066.07475152127,2340.86829283589,2530.58339305808,2489.21285814146,2706.65772736676,3769.28967214443,4180.55398849116,5291.14272777129,7179.14259111833,7708.70257894153,7576.27604994744,7602.83034682552,7120.78061842468,7107.10586304989,6822.22864472118
1048.94342357978,989.424791768013,949.038438955941,953.201964773215,959.250808804892,1213.26781032824,1356.19472288016,1523.26734542125,1559.09418424891,1591.59461445779,1717.0331586864,2406.96818332899,2029.86597304627,2307.12871973877,2457.88210212973,2433.98383763385,2681.43785266332,3798.88838791907,4259.12880073317,5357.63352572052,7209.79698414149,7722.4307654757,7568.84596393242,7590.83590805048,7106.45752479847,7062.0345688416,6843.36296670775
1053.00739338924,994.602076078145,949.732268870751,956.991355324514,964.898864600229,1214.92302359638,1355.8896291651,1504.82821412425,1551.85564705439,1585.44297781426,1702.002510254,2346.62683617336,1994.66263551473,2275.99881675732,2393.32995066567,2387.04643854252,2655.84574468961,3852.97694590442,4380.73393759679,5500.56812918801,7248.14544871068,7743.88318440006,7576.74386145841,7591.8138905979,7096.4138291408,7056.36168031435,6877.03277041051
1056.97840951009,999.559612128295,950.467582150846,960.593177728035,966.763558974974,1207.77692593023,1346.0133352904,1475.20558318638,1528.67765798504,1571.72097627849,1685.14900582557,2287.26156631165,1964.93724432899,2247.39441567023,2339.75250194189,2347.85069810343,2634.4783827026,3930.03056514159,4542.07694862936,5717.6028283752,7293.0110127026,7772.90777681577,7610.19904843293,7609.18515382563,7091.64214398813,7085.6778569736,6936.0359006965
1060.79680070189,1004.13773891472,951.210073346767,963.885547235642,964.883039111078,1189.59646317015,1331.8713063557,1458.1414993181,1492.71683136757,1547.09503440587,1667.41051285988,2231.20412924094,1937.01724113273,2223.06781420167,2297.8164996372,2316.0659442612,2623.63703394106,4027.50978017748,4736.93202067425,5990.69259632473,7343.51736903917,7809.02104258699,7679.82583395362,7642.27312278695,7092.519749904,7132.60346591886,7029.31874536895
1064.41422652192,1008.25048802219,951.947301549478,966.781054652007,963.378082791992,1163.16174419697,1307.76506085484,1436.17161198548,1449.01821973767,1517.73656750518,1644.3498287152,2181.31061703092,1910.77027590535,2208.10568748868,2273.15793063544,2291.35512304233,2629.95894394706,4141.67929598807,4957.62897705665,6294.41044491913,7398.28533172058,7850.66204138771,7775.85279871537,7692.19592133411,7099.50535022682,7204.52634192624,7170.44324458782
1067.83630998078,1011.8703293177,952.679116135008,969.222115739064,962.142081919329,1141.26017019956,1280.81506152215,1412.96977034035,1419.75839033648,1492.45464212834,1623.09293713538,2143.86746729258,1888.7453845863,2208.15014667553,2266.59679568534,2273.17507049777,2659.29354089514,4269.93031535877,5198.55934809292,6604.13887463372,7454.94903273769,7895.12188292936,7871.73003754374,7755.02170971434,7109.82194416199,7296.82126455001,7330.81798996641
1071.00452478908,1015.0279704511,953.411652203498,971.191006578519,962.550890997843,1133.03342515069,1266.38583859869,1405.53930145621,1401.5608817734,1473.47574191806,1605.67431050289,2128.67604326179,1874.08906752375,2216.96305877712,2276.53394963566,2260.58557401548,2713.82928141068,4410.18030279184,5452.82800793559,6900.25497116319,7509.96555726491,7940.15453736621,7947.59102712375,7823.91557949581,7121.62076399858,7432.14124069566,7488.6517941746
1073.91283976485,1017.74901482473,954.165590858145,972.671102042804,963.262090986384,1136.78657305216,1261.45724473352,1417.45396346333,1396.81197322919,1460.14316778512,1596.93395297412,2140.63010867935,1861.36731142679,2242.41045747291,2297.1447636849,2252.13783935094,2794.66946950778,4560.81177557986,5713.72589719157,7168.99588935606,7560.85429070338,7983.88462661452,7996.24351923675,7891.85449412144,7133.68777138607,7584.83167648664,7628.73157475155
1076.50860359573,1020.04478986634,954.962137567674,973.690708401814,960.571212573044,1132.49572016124,1261.45297831784,1436.33091104312,1391.73233300609,1443.5474098727,1595.44078669351,2187.00532094039,1855.30379220366,2281.76956294414,2319.2752997955,2246.18251514135,2909.22327356912,4719.90856803004,5975.56288114573,7404.09575685941,7605.75759616307,8024.64251382567,8011.85707860235,7952.82693472871,7145.81459702657,7754.62191377249,7740.68906351005
1078.81274003878,1021.98930910482,955.820567715923,974.319560094952,958.326763453901,1128.82005694857,1265.18263508159,1469.2883993196,1387.15669278075,1414.7150076234,1601.20642173157,2266.83021342364,1850.25877756877,2315.73292744085,2341.00142776648,2240.57518406846,3055.98095438913,4884.06851419409,6232.25595477436,7597.04282468875,7643.73760451535,8061.33084807999,7990.4623796984,8001.40379268776,7155.31368978638,7902.51518699958,7817.98787926164
1080.79742815286,1023.6636195378,956.696020364116,974.603815309357,957.115163164852,1119.90346887363,1270.58546120405,1489.22901868839,1376.91848827844,1368.44813380091,1607.34461674272,2375.47027637452,1848.31857994262,2347.76750778084,2371.59847836968,2233.59413850868,3227.43723936342,5049.95718708059,6477.08145177544,7745.72278633511,7675.00376952235,8093.58164033509,7940.35294170849,8034.7999331773,7160.52794985683,8012.40292494675,7859.19813118506
1082.49161301036,1025.17190480663,957.55270700205,974.573642928544,958.569038585919,1110.24394162397,1278.37440860605,1499.29285719107,1365.79477359406,1326.92396170863,1611.86327663645,2521.38641337626,1860.43194497367,2394.23207743965,2428.60536505575,2224.39620056913,3412.5589062458,5214.57344118644,6704.6843773676,7841.09929640609,7698.2756884801,8122.06937027752,7869.08123300614,8048.02184938447,7159.51212379994,8086.16434074666,7855.47782190477
1083.96125180015,1026.50158029007,958.341741277584,974.264009074414,961.38489729583,1108.40273208678,1280.89399178199,1501.74992426987,1359.65596444041,1338.92050616304,1609.09989779545,2715.96663324623,1911.91050065253,2502.31156876444,2540.9246998284,2213.0233958174,3625.08414138951,5373.912161023,6911.47996657995,7880.4398427054,7712.99476004533,8146.89135984939,7798.54611798412,8039.69938906437,7151.13865600312,8139.41537495683,7802.46484819903
1085.25183176366,1027.6255294368,959.023547998264,973.68364390089,962.340878091368,1111.66504262459,1273.19438715369,1495.83111921565,1350.2527580376,1358.99950909393,1605.14932972712,2988.31502295873,2040.85895277665,2727.20959629705,2738.05741105656,2200.15265964181,3892.48402036109,5524.12586248066,7093.09688858883,7862.26766885242,7719.75744916596,8168.79369984944,7709.01783214844,8010.2434856615,7135.6306708452,8196.43213981002,7698.08038900961
1086.33403038572,1028.50151751031,959.542204877517,972.808416275641,960.367673136645,1115.34944741617,1261.36259934428,1480.23643559377,1334.42530747791,1399.38040441118,1605.00653669581,3352.97527482206,2276.77817024012,3085.66474310784,3037.89401724836,2186.60863064914,4223.59915447655,5662.93210016078,7246.62039261467,7791.32909609498,7720.5741782737,8188.40047652352,7596.39568750251,7963.53976230883,7114.43663916763,8258.3554590906,7544.39089470155
1087.24597123149,1029.09686708447,959.873853675366,971.621704618922,951.857068244467,1113.1374062353,1243.25595385973,1464.40461217473,1312.11740442078,1491.93692335903,1638.80524941481,3815.94535297576,2657.09915563678,3595.51601603898,3451.80089200885,2174.09766181239,4632.69807448081,5789.45304310918,7369.48664935955,7678.97734046672,7717.78483366032,8207.22988467364,7467.37053100488,7905.17963062179,7090.56683262043,8319.51076991643,7352.14166184581
1087.96456692127,1029.34599986545,960.044062963765,970.148121558989,936.924363400897,1107.93464186384,1224.05420227764,1461.14673306906,1297.66928469648,1681.32670094521,1743.4183336857,4344.54152691223,3179.1681795796,4223.65717286649,3973.23713097341,2165.16426397722,5112.49239872972,5906.63953775919,7460.63048892593,7542.73375846534,7714.89383404352,8227.14824129356,7342.08910317981,7844.53134966221,7067.2325564106,8365.17111826775,7138.10691777376
1088.49463338261,1029.21339605271,960.119511285852,968.463665432133,917.060089709388,1123.13294521182,1238.65060501475,1507.76554135733,1339.44161284129,1998.38835612138,1975.30249183306,4897.90819738042,3792.14997630398,4905.26824116398,4567.08297370705,2163.88177588936,5646.59488681678,6019.6051847609,7520.15235076978,7397.29495157374,7712.77434462592,8248.98513365105,7256.79583867069,7784.90232845033,7048.53051398753,8381.20257011812,6925.89864320486
1088.80854823014,1028.65758572299,960.213182962392,966.673788635818,900.487874614425,1193.76707499225,1336.46653975256,1698.09556381315,1500.10493117852,2404.13193551185,2405.66815813645,5430.34139321539,4413.40342929423,5649.59464146302,5165.55549693705,2174.20899377526,6192.24197175527,6135.26731574996,7548.75716818353,7271.38777985454,7713.63311601564,8272.57181584297,7236.71612065699,7733.03623244831,7037.87272081398,8354.18375134464,6738.61126151606
1088.91471636638,1027.61360184293,960.450433312737,964.888938772854,897.208870061086,1361.06597576344,1550.01631150824,2142.4200642587,1840.04421154715,2990.718989526,2990.304087222,5874.43242134606,4945.15208559121,6263.56852783371,5692.78309807338,2201.62507018525,6694.9850721853,6246.47631233626,7547.35512566444,7191.41837549547,7713.55951746175,8295.64065925655,7276.51090370799,7692.72857440551,7034.21357359006,8286.516511294,6607.57332310787
1088.81757551405,1026.00997316977,960.921668870139,963.222849306943,928.756356393775,1628.84121412221,1860.91037608778,2872.37267045081,2361.06298557552,3795.75673690241,3705.34113883846,6200.01075081197,5383.9200143141,6700.80070989323,6093.72948514275,2248.42298961072,7126.85313528024,6343.66178034306,7518.02105722624,7199.12755088281,7710.43029644467,8316.57324758149,7391.11506606056,7663.64471066305,7038.03696906339,8184.02382897472,6541.17868702448
1088.50614594923,1023.88083406983,961.703525954663,961.735734153243,1003.40839905725,1937.44581628894,2262.10743021107,3838.58380800546,2991.14791308249,4595.22133414718,4437.03449104061,6389.79569091379,5673.52215150689,6902.25010642061,6340.83909574232,2315.50409135813,7454.4262351902,6422.11257900615,7463.25431291635,7281.7968863467,7702.95480725672,8333.71494348184,7561.96500406191,7647.10439101021,7050.29808538021,8050.72614323697,6515.81092458127
1087.93721726587,1021.26919257139,962.870036946257,960.392852428409,1122.7814450897,2206.30960669917,2600.41485399785,4515.68050495783,3500.72616094172,5091.94149028791,4992.04008206747,6470.45973619871,5760.75106033573,6889.84218797757,6449.45007577056,2402.33150880725,7666.0444972091,6480.10984448119,7387.55886371749,7398.31415586624,7691.63289398691,8345.87494045295,7751.31322885195,7637.97811843416,7073.17753777797,7897.82965432139,6521.00597476022
1087.07533933307,1018.22538173072,964.447370906977,959.190912360509,1264.89394041414,2368.95714591591,2793.56458773727,4663.17863603358,3766.61643125481,5214.66894564863,5271.02716042191,6474.40205734511,5658.43230519437,6702.27629343591,6455.67854549013,2503.2405754105,7769.37040694442,6513.82317381252,7298.62400251142,7522.76890645727,7675.93613722822,8352.51953798848,7931.87964910699,7635.2837940489,7105.76214381903,7740.41968092761,6561.4369959649
1085.83288681371,1014.83126493382,966.435966451371,958.141605171796,1384.08281523449,2335.99383506991,2785.39756676877,4365.05943037453,3751.59942808226,5004.74584110382,5175.7151931203,6458.79222873409,5368.12631378179,6378.13279945366,6398.65796944415,2609.32869169819,7758.6639546218,6521.69967626043,7206.22334198529,7634.30313197583,7656.97235460132,8353.22031465222,8088.44281965931,7642.02040283436,7148.68399196171,7615.65914574627,6641.224906589
1084.13060317635,1011.15407853976,968.788627174523,957.209738674673,1447.4694540282,2111.40108826771,2561.42238307275,3863.75750819764,3483.87761443002,4492.94178786321,4756.83563377577,6352.04765424691,4970.01079030069,5913.85943637392,6231.10289594002,2712.85685461142,7646.66128571143,6503.27636559314,7113.20587155786,7724.90205684163,7636.81421707844,8348.07422402274,8216.91379119434,7653.24165104629,7200.1467238475,7561.79854934026,6735.36972121998
1081.92336884422,1007.24891100981,971.40964056535,956.345795283476,1437.8277492211,1852.37554549674,2262.41483110124,3338.65824142655,3101.07810546778,3811.09041757134,4120.57187801614,6124.18126099564,4495.3717976139,5295.29114453372,5950.14350028867,2804.04137284271,7425.0300907297,6456.84947430539,7022.40204753114,7784.44194267992,7617.01744594062,8337.01848940508,8317.30784365844,7665.82136523517,7255.47641348111,7613.73794134084,6826.55815344697
1079.21531857275,1003.17235508994,974.212395008381,955.478773085619,1385.51125582486,1664.56607409888,2032.19415863979,2926.13398018672,2726.67890483474,3144.2067117451,3419.29138140671,5779.86649420621,3983.96909968151,4583.5709705384,5577.65163261341,2876.12338780541,7095.5929075463,6383.12343722272,6925.09951619555,7809.59474018947,7597.41331655228,8319.87886158475,8380.26222543338,7681.39056209085,7311.44906937582,7724.71333416282,6909.78547662376
1076.02905834983,998.984117451663,977.057329990257,954.565432470589,1319.12111408629,1552.05661598623,1891.31217978089,2635.36877995581,2418.48982629616,2695.13260754186,2884.63688872395,5364.818924592,3511.52965004262,3968.05924478657,5164.2591564496,2925.38413159678,6684.33651226277,6282.87063779989,6813.68441882963,7800.65637895245,7577.16777445126,8296.40799229165,8400.71807600482,7698.35209028124,7365.49445362956,7866.01069936045,6969.26099838418
1072.45045420729,994.777385579729,979.772610666594,953.621184119787,1257.29363532029,1500.36422978082,1793.19208796686,2399.70164657399,2235.49905264884,2431.66213790274,2555.12927497678,4937.7585788827,3134.57425641549,3528.84649374528,4763.56160804037,2951.02609116903,6200.15788355322,6156.62529654914,6683.48039847802,7758.86078777744,7556.36433075429,8266.70622908629,8374.00834133818,7719.17357414825,7416.52675216968,8007.33293412832,7003.95621467565
1068.59640695694,990.656044878979,982.223783637006,952.693128383547,1210.13087644864,1477.11334098651,1737.98167845275,2247.78319055822,2129.722139602,2306.34286002256,2378.94083766211,4526.45839921335,2858.13254483701,3234.98942432568,4397.29440741511,2955.69180790083,5677.98062206354,6005.35496531192,6531.34501175106,7689.67023650776,7533.38132677401,8231.25679380907,8301.82636863197,7748.58864632754,7463.31443633836,8114.15151318025,7020.09721800846
1064.62414471588,986.743937698399,984.301553188329,951.831725778947,1178.04265673745,1463.612870997,1724.3413375541,2160.33492713754,2041.64354384765,2233.45845962645,2260.20114551922,4152.62721475087,2653.8171394163,3032.68331855087,4078.63623188343,2941.89168021279,5146.28903231336,5832.91670641612,6356.4936197794,7597.70143888486,7507.53310158426,8190.758852851,8193.06932873774,7781.66875500163,7505.64955533733,8163.99716470028,7032.44823702895
1060.6293140396,983.147735241185,985.953464220065,951.089282828286,1162.08111220718,1457.2017229644,1723.26250795654,2110.44445724308,1989.19562952028,2186.10170665695,2177.21675722681,3833.88855803293,2507.77107851619,2880.2727751814,3803.77863155703,2912.81960642899,4661.79868742688,5644.69202029882,6161.02854053417,7493.45192286897,7479.05019248698,8146.41133551169,8065.05556888125,7816.8823720259,7543.40141695826,8151.32195672238,7067.00083227298
1056.7123300059,979.965672663799,987.186506685009,950.533881660511,1158.13977060561,1448.69147033226,1706.3251479897,2080.16556674787,1943.95668218029,2159.49476427139,2122.77021129878,3573.67807507219,2412.94341045773,2763.26784627822,3577.28238864574,2871.80852808188,4250.48041878911,5445.64047500076,5949.72918164612,7377.33791563952,7449.07347047437,8099.81088393177,7946.28975434722,7846.23799273941,7574.15893017628,8077.07031205688,7121.82908872298
1052.96283100008,977.286831011117,988.027319531653,950.21794037623,1158.73591921138,1441.75740437816,1669.49819850258,2066.10425136541,1920.72280890146,2145.68757978713,2088.85751110427,3365.74335586144,2353.4165330499,2673.63772608907,3391.16636458506,2822.1268676418,3922.76946108056,5240.59145036183,5728.88280638463,7246.59105132037,7417.67303218105,8051.76323406661,7871.6463098153,7865.11525703874,7596.69957495475,7953.93273177836,7175.76511904979
1049.48357458999,975.187904415738,988.482767963592,950.160634584635,1156.80329878991,1441.5526822964,1644.82619918576,2056.25394511545,1878.59978439033,2127.12874200438,2055.13772349713,3197.90547847622,2312.71582256913,2606.42135716745,3240.16157688517,2766.43006663933,3678.13584145497,5034.58139363053,5505.9946488439,7098.7771998608,7385.21550334619,8003.26858312593,7817.57301423061,7871.72437123643,7610.80958567233,7810.78409670237,7216.89509728534
1046.32086934433,973.723737591661,988.560584086804,950.358231445242,1150.25995693585,1447.5319380671,1635.43703770269,2025.08330779973,1819.01452778538,2089.53317785132,2016.57744803628,3063.17851453354,2280.38172987659,2545.40855425993,3119.03628018239,2707.20537849843,3503.41873920348,4832.93205235556,5289.25160064413,6935.43723826412,7352.6188612057,7955.76316104611,7770.02902022021,7866.86172230512,7617.1827579168,7688.50033889511,7242.32608958436
1043.52316583959,972.943506268099,988.284112256749,950.792645839738,1151.17192033251,1456.66951359618,1656.93873719597,1986.5261837716,1768.72771071754,2039.10575255413,1980.51288676303,2954.00006910203,2254.04631096685,2498.76651335318,3017.68266058427,2646.54955636562,3382.27981229804,4641.73305627782,5088.06113045106,6761.44877927455,7321.32341748043,7911.10006382757,7724.90965068417,7853.66289542028,7617.03978628735,7570.80767322786,7249.00307722555
1041.15823693791,972.784845843185,987.647677177778,951.325220943151,1162.36826188637,1461.68199045356,1674.04593931927,1969.32430145081,1752.72078321882,2005.04071633295,1957.62348931615,2867.53461937579,2230.44017852942,2471.63839176705,2928.18003322366,2586.17383356645,3299.88073853079,4465.67631147195,4910.5382934809,6579.71983229466,7293.04970469791,7870.87413578166,7679.39522776667,7835.73586819282,7611.93185659803,7445.71945796539,7237.90402392111
1039.29452904759,973.196161853154,986.657827852059,951.792167150241,1175.22208852892,1445.60653403589,1671.36457238646,1962.90986153311,1763.07416200568,1984.77054643441,1950.60083168061,2795.7651097933,2209.25373249961,2456.62874353974,2848.38410660319,2527.70985788312,3240.87934498622,4308.49312687986,4764.95759407594,6394.73410960123,7269.4627095821,7836.89046725911,7637.65941067577,7816.96656876944,7603.57678312878,7303.69356307356,7212.10947057777
1037.97201431041,974.128020717855,985.351729821702,952.147888622726,1175.42726077829,1415.29658977033,1650.8701208983,1949.40601902542,1756.13118133444,1969.00927890506,1961.20564070547,2732.9286905427,2185.31256829108,2441.16681231489,2778.68864391203,2472.22473020608,3188.10738323516,4173.46534692935,4657.81046342721,6213.84673216066,7252.35588956379,7810.97475955885,7611.28609798818,7802.32049517515,7594.09172131269,7141.68643037395,7176.2722772022
1037.33195153803,975.610662600006,983.816763642602,952.427597734067,1166.76156094659,1385.82166253302,1622.21460875463,1944.98113973274,1757.04265930013,1955.2736968166,1990.63064672564,2676.53379419493,2162.30542718042,2423.46956844414,2714.11004782181,2420.50859955185,3134.2737016965,4062.26576171482,4592.64708019088,6044.45895286739,7243.26496664596,7794.18544454326,7607.45688209349,7795.55689853002,7584.80633794597,6957.35536550935,7137.75596116291
1037.42523667008,977.583407755805,982.121280121421,952.687486022667,1144.39997924574,1362.29173638876,1584.80655441177,1943.56983068675,1754.01227662364,1937.05628617673,1998.83726284922,2621.09925853,2143.31188398174,2394.80898544474,2650.57199595406,2372.65934699689,3075.25380566043,3974.15987543842,4570.69071969087,5898.14117533829,7243.52034218026,7787.07741979022,7629.56371352021,7799.1068907186,7576.82116658704,6755.4390528699,7104.71501153196
1038.33619765327,980.060956527355,980.334684625332,953.059418056481,1123.49550387585,1354.80997533636,1563.17008090202,1934.87237625949,1724.22936286874,1906.38722633949,1974.65783819936,2564.06818932526,2129.24956445626,2361.92862151905,2584.61860730367,2328.73789546687,3012.98587146474,3907.67778562848,4590.8312373567,5790.70905831794,7253.62994639203,7789.92912980917,7676.66972427916,7813.63973326431,7570.46598133432,6533.88489615312,7088.54095727868
1040.07652235675,982.994732015404,978.506666909852,953.614960726774,1112.61928753594,1356.37525301484,1553.1580638146,1907.47770580617,1686.74687161831,1863.31185920604,1927.20682640553,2500.51183560399,2106.8666641356,2314.22480459368,2514.15316988044,2288.52832909334,2949.17339656871,3860.57552936531,4650.73902792687,5734.99581217713,7274.03458523918,7802.61788718694,7740.27300785233,7840.01235952425,7566.13132073546,6310.01779494712,7095.38146667396
1042.58538434311,986.337827202376,976.695530951889,954.390283555961,1111.05279675679,1350.69096852736,1543.11195058348,1894.66568378724,1654.85936121071,1823.33648475053,1873.17116585927,2432.28799108487,2082.65165225968,2258.9019181359,2441.6521805201,2252.01904241045,2887.575254054,3831.29862496408,4747.31513987769,5739.60114431328,7305.00608288883,7824.53266215939,7809.20662703093,7876.5247765938,7564.05757787423,6124.24644063282,7123.09741262716
1045.6238693536,989.961543585778,974.887829085944,955.357123221832,1104.73040214186,1337.82019452206,1530.8970669942,1859.99929798186,1617.46907946615,1778.60055376485,1811.42374071249,2362.21429053273,2054.63660699213,2198.61247097732,2370.07664616249,2218.88606493256,2830.46851580796,3818.86889450915,4876.83352795039,5811.83941211276,7346.65801045019,7854.97720543072,7874.34796770745,7921.51952532179,7564.54652510939,6053.13447259976,7167.5647192741
1049.00026252863,993.754364706063,973.085536270793,956.509265712715,1097.70829579547,1328.23776555482,1517.53233776944,1810.46290677013,1585.17179147363,1735.8337733648,1762.77513331096,2296.93698351562,2027.11797711908,2152.54951565316,2305.21721690346,2188.58598887181,2782.82932797534,3823.29348174562,5035.21931160628,5954.36923305101,7398.83413576913,7893.20399166602,7932.94204141624,7973.11375214421,7567.55496937032,6097.19065604177,7220.94898521185
1052.50077970656,997.565720342908,971.274684920756,957.817391966266,1092.31204835349,1308.8246019543,1506.55690336516,1767.90822699494,1556.33317141296,1696.58407363957,1729.79009427116,2241.4846866634,2000.347183174,2123.71666286494,2246.92022740496,2160.20627252131,2745.5480881799,3843.98036097059,5217.48987869533,6158.97495387406,7460.7331801067,7938.40134577851,7984.58788221665,8029.35179747378,7573.28254200149,6279.73331408819,7271.83668492003
1055.9780256195,1001.25792504005,969.43231870649,959.268414013735,1086.90283683923,1294.94316797469,1494.57956927368,1742.53213005262,1530.67719310589,1669.62057286325,1714.75834653242,2204.5516369045,1976.5365335418,2113.06234960252,2197.34506428543,2132.50620902227,2717.55740987925,3880.61321961225,5418.33895873637,6412.78845725067,7530.53565944372,7988.81714113393,8030.5945132838,8087.401209044,7580.88650738372,6545.58693849304,7311.92253602878
1059.37006241966,1004.74741399409,967.528106477957,960.832551376542,1085.59265431179,1288.63376753479,1487.94631911543,1712.03095156985,1505.32592297134,1645.58414951254,1703.36786110314,2193.693712029,1951.49287672977,2117.76118391942,2159.90539153227,2103.96926702921,2696.51471027327,3932.84033344177,5632.60756471652,6692.92708844415,7606.43800456713,8042.53846822934,8070.1720981697,8143.36739433,7589.6335019474,6857.67085816386,7332.18738710818
1062.6757224133,1007.9572768565,965.550048050366,962.465519055789,1089.82878058614,1285.26183660432,1478.60496200318,1686.28981402748,1486.03148497797,1626.00557215213,1702.68115423159,2218.31822019858,1930.41127541703,2138.51031061526,2139.20550537624,2072.87181959106,2681.52656383121,4000.9145333406,5853.88301568791,6982.23195789428,7686.17540238526,8097.60890923898,8101.97151306063,8195.18162621809,7598.77600325834,7159.1233544385,7325.60196278538
